idnota,fk_idalumno_nota,fk_idmateriacurso_nota,nota1_nota,nota2_nota,nota3_nota,notadic_nota,notafeb_nota,notadef_nota,obs_nota,createdAt,updatedAt,ciclo_lectivo_nota
445,,,,,,,,,magna bibendum imperdiet nullam orci pede venenatis non sodales sed,2023-07-02,,2023
446,,,,,,,,,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,2023-06-05,,2023
447,,,,,,,,,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla,2023-05-21,,2023
448,,,,,,,,,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,2023-03-03,,2023
449,,,,,,,,,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,2023-09-27,,2023
450,,,,,,,,,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,2023-06-15,,2023
451,,,,,,,,,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,2023-09-29,,2023
452,,,,,,,,,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,2023-04-17,,2023
453,,,,,,,,,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,2023-04-05,,2023
454,,,,,,,,,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,2023-08-31,,2023
455,,,,,,,,,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,2023-06-05,,2023
456,,,,,,,,,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis,2023-02-11,,2023
457,,,,,,,,,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,2023-09-01,,2023
458,,,,,,,,,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,2023-02-09,,2023
459,,,,,,,,,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,2023-01-16,,2023
460,,,,,,,,,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,2023-08-30,,2023
461,,,,,,,,,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,2023-02-11,,2023
462,,,,,,,,,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,2023-12-08,,2023
463,,,,,,,,,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,2023-03-22,,2023
464,,,,,,,,,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,2023-09-05,,2023
465,,,,,,,,,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,2023-07-11,,2023
466,,,,,,,,,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,2023-12-11,,2023
467,,,,,,,,,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,2023-03-17,,2023
468,,,,,,,,,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,2023-06-04,,2023
469,,,,,,,,,in magna bibendum imperdiet nullam orci pede venenatis non sodales,2023-09-25,,2023
470,,,,,,,,,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,2023-04-26,,2023
471,,,,,,,,,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,2023-01-14,,2023
472,,,,,,,,,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,2023-01-13,,2023
473,,,,,,,,,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,2023-10-05,,2023
474,,,,,,,,,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,2023-11-27,,2023
475,,,,,,,,,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,2023-09-01,,2023
476,,,,,,,,,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,2023-11-17,,2023
477,,,,,,,,,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,2023-04-14,,2023
478,,,,,,,,,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,2023-02-17,,2023
479,,,,,,,,,mauris morbi non lectus aliquam sit amet diam in magna,2023-12-09,,2023
480,,,,,,,,,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,2023-11-08,,2023
481,,,,,,,,,id nisl venenatis lacinia aenean sit amet justo morbi ut,2023-12-06,,2023
482,,,,,,,,,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,2023-10-06,,2023
483,,,,,,,,,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,2023-10-20,,2023
484,,,,,,,,,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,2023-11-27,,2023
485,,,,,,,,,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,2023-09-20,,2023
486,,,,,,,,,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,2023-05-02,,2023
487,,,,,,,,,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,2023-10-15,,2023
488,,,,,,,,,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,2023-01-20,,2023
489,,,,,,,,,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,2023-08-15,,2023
490,,,,,,,,,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,2023-10-10,,2023
491,,,,,,,,,nulla nunc purus phasellus in felis donec semper sapien a libero,2023-12-14,,2023
492,,,,,,,,,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,2023-03-04,,2023
493,,,,,,,,,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,2023-01-08,,2023
494,,,,,,,,,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,2023-03-03,,2023
495,,,,,,,,,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,2023-08-13,,2023
496,,,,,,,,,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,2023-01-30,,2023
497,,,,,,,,,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,2023-12-24,,2023
498,,,,,,,,,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,2023-06-14,,2023
499,,,,,,,,,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,2023-11-12,,2023
500,,,,,,,,,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,2023-11-09,,2023
501,,,,,,,,,nunc purus phasellus in felis donec semper sapien a libero nam dui proin,2023-09-22,,2023
502,,,,,,,,,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,2023-04-08,,2023
503,,,,,,,,,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,2023-12-10,,2023
504,,,,,,,,,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,2023-06-21,,2023
505,,,,,,,,,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,2023-08-19,,2023
506,,,,,,,,,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,2023-08-29,,2023
507,,,,,,,,,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,2023-01-04,,2023
508,,,,,,,,,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,2023-11-01,,2023
509,,,,,,,,,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,2023-09-20,,2023
510,,,,,,,,,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,2023-11-21,,2023
511,,,,,,,,,sagittis dui vel nisl duis ac nibh fusce lacus purus,2023-02-07,,2023
512,,,,,,,,,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,2023-09-17,,2023
513,,,,,,,,,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,2023-08-26,,2023
514,,,,,,,,,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,2023-10-04,,2023
515,,,,,,,,,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,2023-03-09,,2023
516,,,,,,,,,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus,2023-06-03,,2023
517,,,,,,,,,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent,2023-03-15,,2023
518,,,,,,,,,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,2023-06-05,2024-09-10,2023
519,,,,,,,,,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,2023-10-12,,2023
520,,,,,,,,,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,2023-07-05,,2023
521,,,,,,,,,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,2023-05-29,,2023
522,,,,,,,,,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,2023-05-27,,2023
523,,,,,,,,,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,2023-03-05,,2023
524,,,,,,,,,nunc donec quis orci eget orci vehicula condimentum curabitur in,2023-08-31,,2023
525,,,,,,,,,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,2023-06-07,,2023
526,,,,,,,,,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,2023-08-14,,2023
527,,,,,,,,,justo eu massa donec dapibus duis at velit eu est,2023-05-26,,2023
528,,,,,,,,,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,2023-02-05,,2023
529,,,,,,,,,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,2023-03-13,,2023
530,,,,,,,,,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,2023-02-06,,2023
531,,,,,,,,,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,2023-03-17,,2023
532,,,,,,,,,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,2023-05-08,,2023
533,,,,,,,,,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,2023-12-09,,2023
534,,,,,,,,,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,2023-03-17,,2023
535,,,,,,,,,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,2023-03-03,,2023
536,,,,,,,,,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,2023-11-18,,2023
537,,,,,,,,,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,2023-08-27,,2023
538,,,,,,,,,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,2023-02-24,,2023
539,,,,,,,,,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,2023-08-24,,2023
540,,,,,,,,,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,2023-01-11,,2023
541,,,,,,,,,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,2023-01-01,,2023
542,,,,,,,,,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,2023-12-21,,2023
543,,,,,,,,,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,2023-01-14,,2023
544,,,,,,,,,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,2023-03-09,,2023
545,,,,,,,,,orci luctus et ultrices posuere cubilia curae mauris viverra diam,2023-10-03,,2023
546,,,,,,,,,mauris eget massa tempor convallis nulla neque libero convallis eget,2023-02-08,,2023
547,,,,,,,,,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,2023-09-16,,2023
548,,,,,,,,,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,2023-09-05,,2023
549,,,,,,,,,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,2023-05-22,,2023
550,,,,,,,,,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,2023-01-05,,2023
551,,,,,,,,,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,2023-01-16,,2023
552,,,,,,,,,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,2023-06-13,,2023
553,,,,,,,,,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,2023-08-11,,2023
554,,,,,,,,,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,2023-01-02,,2023
555,,,,,,,,,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,2023-08-03,,2023
556,,,,,,,,,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,2023-08-26,,2023
557,,,,,,,,,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,2023-02-18,,2023
558,,,,,,,,,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,2023-05-20,,2023
559,,,,,,,,,suscipit a feugiat et eros vestibulum ac est lacinia nisi,2023-03-16,,2023
560,,,,,,,,,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,2023-07-17,,2023
561,,,,,,,,,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam,2023-05-24,,2023
562,,,,,,,,,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,2023-09-12,,2023
563,,,,,,,,,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,2023-04-07,,2023
564,,,,,,,,,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,2023-11-30,,2023
565,,,,,,,,,nam dui proin leo odio porttitor id consequat in consequat,2023-02-05,,2023
566,,,,,,,,,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,2023-05-15,,2023
567,,,,,,,,,venenatis lacinia aenean sit amet justo morbi ut odio cras mi,2023-11-22,,2023
568,,,,,,,,,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,2023-04-28,,2023
569,,,,,,,,,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,2023-03-10,,2023
570,,,,,,,,,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,2023-07-26,,2023
571,,,,,,,,,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,2023-10-28,,2023
572,,,,,,,,,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,2023-06-24,,2023
573,,,,,,,,,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,2023-01-20,,2023
574,,,,,,,,,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,2023-11-04,,2023
575,,,,,,,,,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,2023-10-25,,2023
576,,,,,,,,,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,2023-08-14,,2023
577,,,,,,,,,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,2023-04-20,,2023
578,,,,,,,,,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,2023-05-18,,2023
579,,,,,,,,,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,2023-11-14,,2023
580,,,,,,,,,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,2023-05-14,,2023
581,,,,,,,,,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,2023-06-23,,2023
582,,,,,,,,,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,2023-12-01,,2023
583,,,,,,,,,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,2023-09-25,,2023
584,,,,,,,,,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,2023-06-19,,2023
585,,,,,,,,,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,2023-11-04,,2023
586,,,,,,,,,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,2023-01-28,,2023
587,,,,,,,,,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,2023-07-10,,2023
588,,,,,,,,,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,2023-07-20,,2023
589,,,,,,,,,in porttitor pede justo eu massa donec dapibus duis at velit eu,2023-04-15,,2023
590,,,,,,,,,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,2023-04-12,,2023
591,,,,,,,,,non mi integer ac neque duis bibendum morbi non quam nec dui,2023-04-02,,2023
592,,,,,,,,,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,2023-03-12,2024-01-03,2023
593,,,,,,,,,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,2023-04-04,,2023
594,,,,,,,,,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,2023-11-22,,2023
595,,,,,,,,,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,2023-04-12,,2023
596,,,,,,,,,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,2023-11-23,2024-01-07,2023
597,,,,,,,,,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,2023-01-25,,2023
598,,,,,,,,,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,2023-05-18,,2023
599,,,,,,,,,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,2023-05-29,,2023
600,,,,,,,,,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,2023-07-02,,2023
601,,,,,,,,,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,2023-07-13,,2023
602,,,,,,,,,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,2023-04-18,,2023
603,,,,,,,,,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,2023-05-15,,2023
604,,,,,,,,,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,2023-05-29,,2023
605,,,,,,,,,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,2023-12-12,,2023
606,,,,,,,,,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,2023-10-25,,2023
607,,,,,,,,,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,2023-03-17,,2023
608,,,,,,,,,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,2023-08-25,,2023
609,,,,,,,,,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,2023-02-27,,2023
610,,,,,,,,,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,2023-10-17,,2023
611,,,,,,,,,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,2023-10-06,,2023
612,,,,,,,,,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,2023-04-21,,2023
613,,,,,,,,,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,2023-07-03,,2023
614,,,,,,,,,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,2023-12-05,,2023
615,,,,,,,,,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin,2023-12-08,,2023
616,,,,,,,,,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,2023-02-05,,2023
617,,,,,,,,,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,2023-12-04,,2023
618,,,,,,,,,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,2023-10-18,,2023
619,,,,,,,,,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,2023-07-02,,2023
620,,,,,,,,,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,2023-06-26,,2023
621,,,,,,,,,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,2023-08-15,,2023
622,,,,,,,,,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,2023-07-08,,2023
623,,,,,,,,,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,2023-01-13,,2023
624,,,,,,,,,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,2023-01-07,,2023
625,,,,,,,,,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,2023-03-01,,2023
626,,,,,,,,,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,2023-11-09,,2023
627,,,,,,,,,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,2023-04-17,,2023
628,,,,,,,,,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,2023-07-19,,2023
629,,,,,,,,,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,2023-02-22,,2023
630,,,,,,,,,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,2023-04-04,,2023
631,,,,,,,,,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,2023-05-27,,2023
632,,,,,,,,,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,2023-12-03,,2023
633,,,,,,,,,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,2023-10-04,,2023
634,,,,,,,,,nulla sed vel enim sit amet nunc viverra dapibus nulla,2023-09-25,,2023
635,,,,,,,,,sed accumsan felis ut at dolor quis odio consequat varius,2023-11-13,,2023
636,,,,,,,,,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,2023-11-22,,2023
637,,,,,,,,,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,2023-03-02,,2023
638,,,,,,,,,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,2023-11-03,,2023
639,,,,,,,,,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,2023-01-25,,2023
640,,,,,,,,,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,2023-09-06,,2023
641,,,,,,,,,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,2023-05-09,,2023
642,,,,,,,,,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,2023-05-14,,2023
643,,,,,,,,,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,2023-11-14,,2023
644,,,,,,,,,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,2023-12-21,,2023
645,,,,,,,,,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,2023-12-19,,2023
646,,,,,,,,,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,2023-10-21,,2023
647,,,,,,,,,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,2023-06-25,,2023
648,,,,,,,,,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,2023-08-18,,2023
649,,,,,,,,,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,2023-05-20,,2023
650,,,,,,,,,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,2023-03-05,,2023
651,,,,,,,,,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,2023-03-09,,2023
652,,,,,,,,,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,2023-01-14,,2023
653,,,,,,,,,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,2023-06-03,,2023
654,,,,,,,,,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,2023-09-23,,2023
655,,,,,,,,,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,2023-07-22,,2023
656,,,,,,,,,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,2023-04-05,,2023
657,,,,,,,,,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,2023-10-17,,2023
658,,,,,,,,,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,2023-05-13,,2023
659,,,,,,,,,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,2023-02-20,,2023
660,,,,,,,,,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,2023-02-22,,2023
661,,,,,,,,,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis,2023-05-13,,2023
662,,,,,,,,,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,2023-03-19,,2023
663,,,,,,,,,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,2023-07-06,,2023
664,,,,,,,,,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,2023-10-17,,2023
665,,,,,,,,,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum,2023-08-09,,2023
666,,,,,,,,,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,2023-09-15,,2023
